bedrooms,bathrooms,sqft_lot,floors,view,grade,sqft_above,sqft_basement,yr_built,sqft_living15,sqft_lot15,yr_since_renovation,cluster
3,2.0,4579,1.0,0,6,1640,0,1916,1580,5040,98.0,7
4,2.0,6202,2.0,0,7,1600,0,1986,1530,6298,28.0,14
3,1.0,9440,1.0,0,7,1230,0,1978,1230,10296,37.0,9
3,2.5,3691,2.0,0,7,2240,0,2003,2619,3691,11.0,12
3,1.0,10752,1.5,0,7,990,0,1929,1820,7600,85.0,19
2,1.5,7719,2.0,0,7,1010,0,1981,1210,7719,33.0,5
4,2.5,14210,2.0,0,10,2920,0,1978,2840,13702,36.0,10
4,2.5,5573,2.0,0,9,2310,0,2003,2310,6189,11.0,15
3,2.5,12076,2.0,3,10,2560,910,1988,3590,17677,26.0,13
2,1.0,6000,1.0,0,6,880,340,1938,1220,6840,76.0,13
3,2.0,5401,2.0,0,7,1550,0,2000,1740,4485,15.0,2
4,2.5,6180,2.0,0,8,2070,0,2007,1250,6018,8.0,5
3,2.0,3600,1.5,0,7,1180,880,1905,1730,2475,29.0,7
3,2.5,4851,2.0,0,7,1690,0,2004,2330,4851,11.0,2
4,2.5,7555,2.0,0,8,2550,0,2001,2550,6800,13.0,6
5,3.0,7947,2.0,0,10,3370,0,2001,2040,7900,13.0,3
4,3.0,52983,2.0,0,8,2230,0,1991,2060,8755,23.0,12
4,2.5,5899,2.0,0,8,2382,0,2011,2382,5897,3.0,6
3,2.0,7566,2.0,0,7,1620,0,1990,1470,7566,25.0,14
3,1.0,6120,1.5,0,7,1140,0,1926,1800,4080,89.0,19
3,2.5,40173,2.0,0,8,2140,0,1990,2380,43016,24.0,5
3,1.5,7584,1.0,0,7,1900,0,1962,1410,7584,52.0,5
4,3.0,7920,1.0,3,10,1860,1510,1988,2730,7380,26.0,7
3,3.0,8000,1.0,0,7,1430,870,1965,2070,10200,49.0,17
4,2.0,5050,1.0,0,7,1160,880,1937,2040,5050,78.0,19
4,2.0,10528,1.0,0,7,1210,630,1990,1620,9331,24.0,17
4,2.5,3345,2.0,0,8,2190,670,2004,2860,3596,10.0,3
3,1.5,7550,1.0,0,7,1400,0,1953,1730,7562,62.0,19
3,1.0,7520,1.0,0,7,990,0,1958,990,7440,57.0,6
3,2.0,42247,1.0,0,7,2150,970,1980,2100,43416,34.0,12
3,2.5,5707,2.0,0,7,1640,0,1995,1850,5827,20.0,12
3,2.0,8879,1.0,0,7,1540,1280,1920,1640,7850,57.0,0
3,2.5,15375,2.0,2,9,2370,0,1993,2450,9800,21.0,12
3,2.5,7301,2.0,0,8,2610,0,2004,2460,7181,10.0,18
3,2.0,1951,1.0,0,6,670,670,1915,1520,2248,100.0,13
4,2.0,7200,1.0,0,7,1300,0,1958,1540,6600,57.0,13
4,2.5,34238,1.0,0,8,2060,1280,1977,2400,36590,37.0,18
3,3.0,4896,2.0,0,9,2630,0,2006,2880,4972,8.0,18
5,2.0,3748,1.0,0,7,980,980,1965,1410,3844,49.0,7
3,1.0,6125,1.0,0,6,790,300,1945,1050,6125,69.0,0
2,1.0,4600,1.0,0,7,1050,500,1941,1550,4600,73.0,7
3,2.5,2677,2.0,0,7,1770,0,2005,1550,1798,10.0,5
3,1.0,10500,1.5,0,6,1390,0,1940,1350,9800,75.0,11
3,2.5,17313,2.0,2,11,2979,0,1993,3890,14797,21.0,15
2,1.0,7609,1.0,0,6,830,0,1943,1170,7609,71.0,0
3,3.0,77536,1.0,0,7,1400,160,1978,2210,41449,36.0,18
3,1.5,7488,1.0,0,7,1050,310,1975,1580,7508,39.0,6
4,2.0,5974,1.0,0,7,860,790,1972,1940,6001,42.0,8
2,2.0,5319,2.0,0,8,1510,0,1978,1740,6160,36.0,10
4,2.0,10925,2.0,0,9,3010,0,1988,2690,10925,27.0,12
3,2.0,6071,1.0,0,7,1150,360,1985,1510,7271,29.0,14
3,2.0,7260,1.0,0,8,1520,430,1957,1950,7548,58.0,19
4,1.0,12485,1.0,0,7,950,850,1955,1290,9840,59.0,15
2,3.0,11205,1.0,0,7,1510,1300,1968,2520,13000,47.0,8
3,2.0,8266,1.0,0,7,1760,0,1954,1400,8519,61.0,19
4,2.5,5875,2.0,0,8,2040,0,2004,2230,5459,10.0,5
4,2.0,35346,1.0,0,7,1690,0,1967,2050,37846,47.0,10
3,2.0,7650,1.0,0,8,1530,0,1977,1850,6804,37.0,5
3,1.5,3880,1.5,0,8,1310,500,1929,1400,3880,86.0,7
3,2.0,14292,1.0,0,7,1180,0,1981,1480,14400,33.0,9
4,4.0,51908,2.0,0,11,4090,0,1991,4290,41655,23.0,2
4,2.0,3463,2.0,0,8,2250,0,1968,1850,2811,46.0,10
3,2.0,6315,1.0,0,7,1070,0,1992,1520,5707,23.0,17
4,2.0,7102,1.0,0,7,1220,600,1950,1650,8184,64.0,19
4,2.5,13093,2.0,0,9,2760,0,1989,2810,13545,25.0,4
4,2.5,4770,2.0,0,8,2550,0,2005,2380,4590,9.0,14
4,2.5,8504,2.0,0,8,2080,0,1991,2000,6773,23.0,4
3,1.0,5460,1.5,0,7,1280,0,1931,1390,5500,84.0,19
2,1.0,6350,1.0,0,7,950,0,1951,1080,7620,64.0,0
3,1.0,7577,1.0,0,7,1050,0,1983,1430,7245,31.0,17
3,1.0,7650,1.0,0,7,1800,0,1957,1230,7650,57.0,5
4,3.0,10004,1.0,2,9,2110,1730,1963,3500,12118,52.0,15
4,3.0,12793,2.0,1,9,3674,0,1987,3220,13100,28.0,8
4,1.0,7000,1.5,0,7,1710,0,1950,2030,7938,64.0,19
2,2.0,2693,1.0,0,6,910,0,2003,1360,2693,11.0,14
3,1.5,25160,1.0,0,7,1340,0,1968,1440,23680,47.0,5
4,3.0,11034,1.0,0,8,1720,620,1967,2370,11941,47.0,19
3,1.5,8360,1.0,0,7,1120,390,1960,1700,8360,54.0,10
4,2.5,15000,2.0,0,8,2630,0,1962,1770,8700,52.0,4
5,2.0,97661,2.0,0,9,3100,0,1986,2370,53993,29.0,18
3,1.0,3000,1.5,0,7,940,0,1903,1210,3500,112.0,13
2,2.0,1248,2.0,0,7,1200,170,2000,1800,3360,15.0,7
3,2.5,5082,2.0,0,7,2480,0,2004,2480,5874,11.0,11
2,1.5,1158,2.0,0,7,1068,0,1990,1078,1278,24.0,3
4,3.0,9650,1.0,2,8,1620,770,1976,2390,10000,38.0,17
4,2.0,4600,1.0,0,7,1270,900,1950,1750,4000,65.0,7
3,2.5,9864,1.0,0,7,1160,360,1993,1580,7425,21.0,12
4,1.5,10497,1.0,0,8,1650,560,1953,1840,12697,62.0,8
3,1.5,10125,1.0,0,7,1160,0,1959,1440,10018,56.0,5
4,2.5,5895,2.0,0,8,2670,0,1999,2820,6531,15.0,4
3,2.5,10012,2.0,0,10,2520,0,1987,2680,10071,28.0,4
3,2.0,5000,2.0,0,7,1310,0,1901,1270,4750,114.0,7
4,2.5,13950,1.0,3,8,1380,1370,1948,2460,13950,67.0,0
5,2.0,10300,1.0,0,7,1270,520,1961,1790,10300,53.0,19
3,2.5,7167,2.0,0,8,1790,0,1989,1680,7418,25.0,4
4,2.5,11640,1.0,0,8,1800,600,1968,2440,10823,47.0,5
3,2.0,8767,1.0,0,8,1710,0,1986,2050,9200,28.0,3
3,2.0,7480,1.0,0,8,1320,680,1972,2000,8610,42.0,19
3,2.0,11580,1.0,0,8,1580,0,1979,2630,10009,35.0,15
4,3.0,10232,1.0,0,8,1310,1000,1980,2820,9886,34.0,15
4,3.0,9316,2.5,0,10,2370,1210,1991,2580,9242,23.0,15
4,4.0,8709,2.0,0,11,3190,1130,2006,4010,8321,8.0,4
3,2.5,35265,2.0,0,9,2560,0,1981,2820,35496,33.0,18
4,2.5,18618,2.0,1,10,3220,0,1991,2650,11896,24.0,15
3,2.0,13085,1.0,0,7,1010,650,1985,1660,7778,29.0,6
4,2.0,8400,1.0,0,7,1620,800,1964,1660,8400,50.0,5
7,3.5,29699,1.0,0,7,1520,1350,1961,1380,7555,53.0,19
4,2.0,7000,1.0,0,7,1040,670,1972,1780,6500,42.0,3
3,1.5,11975,1.0,0,7,1500,0,1970,1510,13875,45.0,9
3,3.0,1254,3.0,0,8,1460,0,2000,1400,1255,14.0,7
2,2.0,7110,1.0,0,7,960,580,1949,1860,7065,65.0,7
3,2.0,8084,1.0,0,7,1250,0,1967,1340,7680,47.0,6
4,2.0,9900,1.5,0,9,2230,0,1959,2510,11041,55.0,15
2,2.0,224769,1.0,0,7,1420,380,1950,1620,112384,6.0,14
4,2.5,7292,1.0,0,8,1530,870,1980,1710,7909,35.0,19
4,2.0,76665,2.0,0,8,2370,0,1978,2110,19334,36.0,6
2,2.0,3600,1.0,0,7,1230,600,1926,2020,3600,88.0,7
3,2.0,1384,3.0,0,8,1480,0,2008,1310,1329,7.0,7
4,2.5,8331,2.0,0,9,2620,0,1991,2760,8174,23.0,5
3,1.0,5782,1.0,0,6,1300,0,1959,1020,7200,55.0,11
4,1.5,7680,1.0,3,8,1660,1460,1956,2900,7680,58.0,7
4,2.5,10364,2.0,0,8,2400,0,1995,2390,9918,20.0,9
3,2.5,9240,2.0,0,7,1430,0,1984,1480,8125,30.0,4
3,2.5,7428,2.0,0,9,2480,0,1990,2600,8322,25.0,15
3,2.5,4757,2.0,0,8,2280,0,2003,2280,4534,12.0,4
3,2.0,9328,1.0,0,7,1390,0,1987,1550,8374,28.0,12
3,1.0,8395,1.0,0,7,1030,0,1960,1370,9380,55.0,17
3,1.0,8200,1.0,0,7,1120,0,1938,1820,7205,77.0,19
3,2.0,3000,2.0,0,7,1300,0,1986,1670,4500,29.0,7
3,2.0,9668,1.0,1,8,1540,870,1965,2510,5250,49.0,7
3,2.0,7350,1.0,0,8,1470,0,1963,1470,7350,51.0,10
5,4.0,18741,2.0,0,11,3210,1510,2005,3880,37328,9.0,4
5,3.0,13332,2.0,0,8,2910,0,1940,1760,8900,23.0,0
3,2.0,12662,1.0,0,7,1090,600,1982,1950,9642,33.0,8
2,1.0,7228,1.0,0,7,1000,0,1947,1100,7228,67.0,19
5,3.0,7904,1.0,0,7,1450,950,1992,2400,7475,23.0,8
5,3.5,3705,2.0,0,9,2610,720,2008,2810,3971,6.0,15
4,2.0,10358,1.0,0,8,1320,740,1962,2060,9676,52.0,15
4,2.5,7245,2.0,0,8,2350,0,1993,2350,9419,21.0,4
3,2.5,9722,2.0,0,8,2180,0,1994,2440,9722,20.0,15
3,2.5,5013,2.0,0,8,1870,0,2003,2040,5555,11.0,3
3,2.0,13000,2.5,0,10,3530,0,1985,2960,13000,30.0,12
4,2.5,4166,2.0,0,9,2460,0,2003,2460,4964,11.0,3
3,2.5,4725,2.0,0,8,1650,0,2011,2000,4725,3.0,14
5,3.0,57499,1.0,0,8,2340,1140,1976,2020,40946,38.0,14
3,3.0,13391,2.0,3,9,2726,450,1985,3470,12779,29.0,17
4,2.5,9696,1.0,0,9,2260,0,1983,2400,12111,31.0,4
4,2.0,6122,1.0,2,8,1310,1070,1949,1810,5202,66.0,7
5,2.5,8970,1.0,0,8,1700,1700,1959,1890,8475,55.0,19
4,2.5,35081,2.0,0,10,3770,0,1989,4000,35492,25.0,18
4,2.5,4297,2.0,0,8,2020,652,2005,1720,6120,9.0,19
3,1.0,4219,1.0,0,7,1060,120,1939,1630,4219,75.0,7
3,1.5,14400,1.0,0,7,1810,0,1954,1710,12000,60.0,6
3,2.0,13439,1.0,0,7,1180,270,1963,1520,12348,51.0,6
3,2.5,9380,1.0,0,8,1680,970,1975,2310,9600,39.0,19
4,3.0,17833,2.0,2,9,1490,1000,1979,2640,16943,35.0,19
2,1.0,7710,1.0,2,6,550,300,1909,2500,6022,105.0,13
4,2.0,7200,1.0,0,7,1300,520,1976,1770,8149,39.0,0
3,2.0,4788,1.0,0,7,1090,870,1920,1960,3960,94.0,19
3,2.0,20820,1.0,0,8,1800,550,1978,2040,10800,36.0,4
3,2.0,6600,1.0,0,7,1320,0,1988,1070,6594,26.0,8
4,2.5,30649,2.0,0,10,3720,0,1988,3220,29434,26.0,18
3,1.5,6500,1.0,0,7,1030,1180,1912,1750,6370,102.0,0
3,2.5,11550,1.5,0,8,1910,0,2003,2230,11550,11.0,4
4,2.5,6268,2.0,0,9,2840,0,1998,2790,6526,16.0,3
3,1.0,5000,1.0,0,7,1090,230,1920,1700,5000,94.0,7
3,2.5,7600,1.0,0,7,1420,1020,1981,2060,7700,34.0,18
4,2.5,8056,1.0,0,8,1680,740,1988,2160,6807,26.0,4
3,2.0,6260,1.0,0,8,1180,0,1993,1580,7272,22.0,14
3,2.0,7420,2.0,0,8,1820,0,1983,1900,7526,32.0,5
3,3.0,8500,2.5,3,10,3060,700,1910,2610,5500,104.0,0
3,2.0,15340,2.0,0,7,1560,0,1997,1560,8260,17.0,8
2,2.5,5400,2.0,0,8,1790,0,1979,1700,5760,35.0,10
3,1.0,7000,1.0,0,6,1430,0,1968,1050,7700,46.0,17
3,1.5,11340,1.0,0,7,1390,0,1963,1740,11340,51.0,12
3,1.0,10800,1.0,0,6,990,0,1959,1060,10364,56.0,6
3,2.0,30346,1.0,0,8,1880,0,1988,2260,5883,26.0,17
3,2.5,5000,3.0,0,9,2520,0,1990,1130,5000,24.0,0
4,1.5,4000,1.5,2,7,1580,480,1920,1160,4000,25.0,7
4,2.5,7303,2.0,0,8,2150,0,2005,1940,9569,9.0,5
3,2.5,9157,2.0,0,9,2390,0,1984,2360,8250,30.0,10
4,2.5,6137,2.0,0,8,2400,0,1990,2120,7468,24.0,4
2,1.0,5000,1.0,0,6,660,0,1915,1000,5000,99.0,0
4,2.5,6633,2.0,0,7,1580,0,1984,1590,6633,30.0,12
4,2.5,8970,2.0,0,10,3250,0,1994,3240,8449,20.0,4
3,2.0,9659,1.0,0,8,1180,700,1951,1780,9659,63.0,19
2,1.0,11400,1.0,0,7,1190,0,1951,1410,11400,63.0,8
3,3.5,1257,2.0,0,8,1040,240,2000,1280,1249,14.0,7
4,2.0,15324,1.0,0,8,1610,770,1978,2540,12608,37.0,4
3,2.5,7605,2.0,0,8,2040,0,1996,2150,7545,19.0,9
4,2.0,4300,1.5,0,8,1290,150,1929,1640,5000,85.0,7
3,2.5,4310,2.0,0,7,2120,0,2001,2280,4380,13.0,2
2,2.0,5416,1.0,0,6,990,0,1935,1650,3360,79.0,13
3,1.0,12000,1.0,0,7,1710,0,1972,1310,9600,42.0,6
4,1.5,7076,1.5,0,7,1840,0,1957,1510,7320,58.0,0
4,1.0,2560,1.5,0,7,1150,0,1909,1890,3000,105.0,7
3,2.5,8076,2.0,0,8,2250,0,1995,2180,7244,19.0,14
3,2.5,12600,1.0,0,8,1810,650,1970,1820,11180,45.0,5
4,2.0,14073,1.0,0,8,1630,580,1978,2340,11340,37.0,5
3,2.5,5434,2.0,0,7,1440,0,2003,1560,3770,11.0,2
3,2.0,7650,1.0,3,9,1790,0,1978,2540,7600,36.0,17
2,1.5,1024,2.0,0,8,1120,0,1970,1120,1549,17.0,13
3,2.5,11877,1.0,0,7,1260,0,1975,1430,9790,39.0,9
3,1.5,12324,1.0,0,7,800,380,1981,1280,11371,33.0,4
3,2.5,8076,2.0,0,8,1730,0,1994,1780,6930,21.0,6
4,3.0,7245,1.0,0,7,1250,1000,1963,1960,7245,52.0,10
3,1.5,5034,2.0,0,7,1550,0,1922,1820,7200,92.0,7
2,2.0,9750,1.5,0,7,1070,0,1995,970,9750,19.0,16
3,1.0,9750,1.0,0,7,1460,0,1969,1270,9750,45.0,12
2,1.0,4000,1.0,0,7,1060,0,1910,1770,4000,105.0,7
4,2.0,9600,1.0,0,7,1220,620,1967,1770,9720,47.0,10
3,2.5,4244,2.0,0,8,2440,0,2011,2690,4556,4.0,18
4,2.0,14756,1.0,0,7,850,850,1955,1680,10250,60.0,15
2,1.0,8064,1.0,0,6,680,0,1941,1340,10800,73.0,8
3,2.0,8448,1.0,0,7,1700,0,1996,1350,8587,18.0,1
3,2.0,7111,1.0,0,7,1360,640,1956,1830,9000,58.0,19
4,2.0,5940,1.0,0,8,1290,1050,1953,1930,5940,61.0,19
2,1.0,7440,1.0,0,7,1120,0,1939,1170,7440,75.0,19
2,2.0,5133,1.5,0,7,1510,0,1939,1470,6000,75.0,7
5,2.0,2400,1.0,0,6,1080,1040,1906,1690,4400,109.0,13
3,2.0,8100,1.0,0,7,1210,290,1968,1600,7896,47.0,5
2,1.0,5934,1.0,0,7,1030,0,1928,1420,5588,87.0,19
2,1.0,4400,1.0,0,7,1150,0,1905,1240,4400,109.0,13
5,1.5,43560,1.0,2,8,1500,920,1962,1620,17331,52.0,1
4,2.5,14024,2.0,0,8,2170,0,1992,2240,14029,22.0,2
3,2.0,237402,1.0,0,9,2540,0,2007,2200,229125,7.0,1
3,2.5,3827,2.0,0,7,1690,0,2005,1690,3129,9.0,2
4,1.0,4500,1.5,0,7,1600,0,1926,1720,4500,89.0,19
3,1.0,7900,1.0,0,7,1060,0,1961,1310,7900,14.0,5
2,2.0,6549,1.0,0,7,1170,820,1948,1640,7202,66.0,19
4,3.0,7650,2.0,2,8,2340,750,1959,2760,10370,25.0,12
3,2.0,10072,1.0,0,7,1050,0,1986,1130,10087,28.0,2
5,2.0,71874,1.0,0,7,1810,740,1960,2170,51400,54.0,5
4,2.5,4400,1.5,0,8,1295,800,1910,1980,4400,104.0,0
3,2.0,12282,1.0,0,8,1220,300,1978,1860,13500,36.0,19
3,2.0,9266,1.0,0,7,1200,0,1960,1200,9266,54.0,6
3,2.0,9720,1.0,1,7,1150,680,1928,3380,10854,38.0,15
3,1.0,7202,1.0,0,7,1160,0,1957,1620,8598,57.0,19
3,2.0,9239,1.0,0,8,1410,340,1989,1720,7874,26.0,19
4,2.5,7693,2.0,0,8,2400,0,2003,2400,8038,11.0,5
5,3.5,6770,2.0,0,9,3030,1110,2004,3960,5431,11.0,4
3,2.0,15653,1.5,0,9,2580,0,1990,1920,9840,24.0,8
3,1.0,3400,1.0,0,7,1060,160,1927,1350,3750,87.0,7
2,1.5,3780,1.0,0,7,890,740,1940,1770,6400,74.0,7
2,2.0,4220,1.0,0,8,1350,0,2004,1350,4409,11.0,2
3,2.5,2890,2.0,0,7,1690,0,2004,1690,2730,10.0,2
2,2.0,2383,2.0,0,8,1700,0,2005,1700,2700,9.0,4
4,2.0,7616,1.0,0,8,1260,630,1979,1890,7420,35.0,17
2,1.0,5250,1.0,0,7,850,0,1950,1440,5250,64.0,19
4,2.5,12688,1.0,0,9,1820,660,1967,2910,11979,47.0,10
3,2.5,3129,2.0,0,7,1690,0,2002,1690,3129,12.0,2
2,1.0,8424,1.0,0,6,810,0,1959,820,8424,55.0,17
3,2.0,6000,2.0,0,8,1780,800,1925,2300,5995,90.0,13
2,2.0,5000,1.0,0,7,1000,1140,1930,2250,4000,23.0,13
2,2.0,10000,1.0,0,6,1360,0,1957,1430,10000,26.0,2
4,1.5,3245,1.5,0,8,1800,0,1929,1800,4275,85.0,7
3,2.5,3867,2.0,0,8,1920,0,2005,2190,3841,9.0,4
3,1.0,5060,1.5,0,7,860,0,1927,880,5060,87.0,19
3,2.5,35021,1.0,0,9,2340,0,1986,2630,35190,28.0,14
3,2.0,5082,1.0,0,6,580,580,1942,1730,6000,73.0,8
3,2.0,57063,2.0,0,8,1680,0,1989,1910,57063,25.0,9
3,1.0,3870,1.0,0,7,640,640,1945,1280,4800,70.0,13
4,1.5,9576,1.0,0,7,1800,0,1977,1370,9576,38.0,9
3,1.0,7208,1.0,0,7,1110,0,1980,1440,7210,35.0,18
3,2.5,1499,2.5,0,9,1790,60,2005,1770,1539,9.0,7
4,2.5,4350,2.0,0,9,1730,290,1943,1620,5800,71.0,7
4,2.5,4350,2.0,0,9,1730,290,1943,1620,5800,72.0,7
3,2.5,65340,1.0,0,8,1520,310,1991,2100,84942,23.0,9
4,2.0,6000,1.0,0,7,960,960,1954,1850,7200,60.0,19
2,2.0,8500,1.0,0,7,1280,0,1953,1950,10356,4.0,10
4,2.5,5240,2.0,0,8,3130,0,2004,2470,5240,11.0,14
4,2.5,12415,2.0,0,10,3920,0,1997,3639,12805,17.0,4
4,3.0,3773,2.0,0,8,2000,1100,1919,2130,3777,18.0,13
3,2.0,13775,1.0,0,8,1670,0,1968,2130,14500,46.0,9
4,2.0,22880,1.0,0,9,3265,2196,1964,1940,10995,51.0,17
4,3.0,16625,2.0,0,11,4400,0,2003,4440,15523,11.0,4
4,1.5,11163,1.5,0,6,1200,0,1970,1200,11163,45.0,12
3,2.0,10390,1.0,0,7,1470,0,1989,1770,7507,25.0,12
3,2.0,5000,1.5,0,8,1650,0,1900,1630,5000,115.0,7
5,2.0,10453,1.0,2,8,1360,480,1948,2250,11250,66.0,8
3,1.0,6650,1.0,0,6,1210,0,1959,990,7590,55.0,10
3,2.5,8541,2.0,0,8,1870,0,1989,2150,7789,25.0,17
4,3.0,422096,1.5,0,9,3150,740,2001,2180,229996,14.0,14
4,2.0,11200,2.0,0,8,2660,0,1972,2090,11120,42.0,5
2,1.0,7552,1.0,0,7,1150,0,1951,1150,7346,64.0,19
4,2.0,4816,1.0,0,7,870,870,1942,1210,5074,72.0,0
6,3.0,8064,1.5,0,7,1880,700,1913,1510,6084,101.0,13
4,2.0,6975,1.0,0,8,1420,300,1975,2210,7875,39.0,10
3,2.5,18455,2.0,1,10,1510,1230,1977,2840,16438,37.0,15
3,3.0,11290,1.0,0,7,1630,980,1985,2570,9125,29.0,10
3,2.0,7920,1.0,0,7,1400,0,1965,1310,7876,49.0,3
3,2.0,28500,1.0,0,9,1970,600,1983,3070,32400,31.0,18
4,3.0,7334,2.0,0,8,2830,0,2005,2830,7378,10.0,5
5,2.0,8625,2.0,0,8,2630,0,1966,1880,8670,48.0,17
3,2.5,7918,2.0,0,7,1580,0,1994,1650,7916,21.0,5
3,2.0,10931,1.0,3,7,1540,0,1989,1570,10485,25.0,9
3,1.0,7735,1.0,0,7,1060,1060,1967,1010,8570,47.0,5
3,2.0,10000,2.0,0,7,1830,0,1913,1480,10000,50.0,2
3,2.5,10153,2.0,0,10,2260,0,1987,2740,10153,27.0,4
3,3.0,1804,3.0,0,8,1830,0,2014,1830,1804,0.0,7
4,1.0,7920,1.0,0,6,890,300,1951,1140,7920,64.0,0
4,2.0,9002,1.0,0,7,1780,530,1970,2090,8814,45.0,3
3,1.0,4600,1.5,0,7,1230,0,1929,1230,4600,86.0,0
3,2.5,10809,2.0,0,10,2940,0,1992,3090,10348,23.0,15
3,1.0,8800,1.0,0,7,1010,0,1954,1400,4095,60.0,13
3,1.0,5100,1.5,0,7,1480,0,1938,1300,5100,55.0,7
3,2.0,7967,1.0,0,7,1040,420,1977,1460,6835,38.0,17
5,3.0,12429,1.0,0,8,1790,1320,1977,3050,11902,37.0,3
3,2.0,4923,1.0,0,8,1070,1070,1928,1470,4923,86.0,7
5,3.0,6360,2.0,0,9,1860,1590,1905,2310,5000,110.0,13
3,2.0,10682,1.0,0,7,1960,0,1957,1540,10682,58.0,10
4,3.0,5240,1.0,0,7,980,910,1981,1600,5240,34.0,0
2,1.0,14659,1.0,0,7,1040,1040,1960,1920,15208,54.0,5
3,1.0,4165,1.5,0,7,1700,0,1918,1400,4165,97.0,13
3,1.0,7316,1.0,0,6,1140,0,1959,1140,7440,56.0,0
3,2.5,54450,1.5,0,8,3136,0,1910,2300,54450,104.0,17
4,3.0,3889,3.0,0,9,2590,0,2013,2590,4062,2.0,10
3,2.0,800,2.0,0,8,1000,480,2014,1480,1143,0.0,0
3,3.0,1473,2.0,0,8,1120,380,2000,1720,1976,14.0,13
3,3.0,10350,1.0,4,8,1330,1330,1971,2820,10043,43.0,15
2,2.0,3926,1.0,0,8,1350,0,2007,1440,3926,7.0,2
2,1.0,10500,1.0,0,6,860,0,1943,950,10500,72.0,11
2,1.0,4500,1.0,0,6,1000,0,1916,980,4837,98.0,5
4,2.5,16360,1.0,0,7,1510,970,1959,1770,15205,55.0,19
3,3.0,12786,2.0,0,10,3860,0,1984,2820,14636,30.0,15
4,2.0,13600,1.5,0,7,1120,700,1959,1810,11970,55.0,17
2,2.0,33000,1.0,0,8,2220,0,1970,2220,33000,44.0,18
4,2.5,11200,2.0,0,9,2660,0,1999,3290,11275,15.0,15
3,2.0,12096,1.0,0,6,1470,0,1942,1470,10966,72.0,12
4,2.0,54450,1.0,0,7,1250,1100,1971,2180,50529,44.0,4
4,2.0,7700,1.0,0,8,1870,0,1966,2270,8580,49.0,5
5,3.0,8000,1.0,0,7,1370,1060,1957,1770,8000,57.0,10
4,2.5,6538,2.0,0,9,2790,0,2003,2990,6538,12.0,4
3,2.5,22326,2.0,0,7,1370,0,1993,1580,10920,21.0,9
4,2.0,60373,2.0,0,11,4470,0,1988,3210,40450,26.0,18
3,2.0,81021,1.0,0,8,2040,0,1980,2260,39280,34.0,2
4,2.0,5300,1.0,0,8,1700,640,1963,1890,8250,52.0,10
4,2.5,8515,2.0,0,7,2520,0,1999,2130,6930,15.0,2
4,1.0,117176,1.5,0,6,1710,0,1942,1940,12223,72.0,5
3,1.0,5252,1.0,0,7,1200,0,1962,1800,7920,52.0,10
3,2.0,12618,1.0,3,7,1330,0,1983,1870,8429,32.0,8
3,1.5,2996,2.0,0,7,1310,0,1998,1310,2997,16.0,13
6,3.5,4500,2.0,0,7,3020,0,1941,900,6000,22.0,5
4,2.5,6086,2.0,0,8,2260,0,1999,2260,6218,16.0,12
2,1.0,4000,1.0,0,6,790,0,1948,990,5000,66.0,19
2,2.0,5000,1.0,0,7,970,0,1983,1540,5000,31.0,3
4,2.5,2248,1.5,0,7,1530,0,1914,1340,3700,100.0,13
4,2.0,11436,1.0,0,9,1780,0,1967,2100,12052,47.0,10
3,2.5,5277,2.0,0,7,2120,0,2005,2370,5257,10.0,2
2,1.0,6685,1.0,0,7,1190,310,1926,1420,6561,88.0,19
2,1.0,6685,1.0,0,7,1190,310,1926,1420,6561,89.0,19
4,3.0,4000,1.5,0,8,1460,930,1931,1670,4000,83.0,7
3,2.0,9370,1.0,0,8,1620,1300,1981,2890,9609,33.0,15
2,1.0,3200,1.0,0,7,930,0,1904,1690,3840,111.0,13
4,2.5,12248,2.0,1,9,2470,870,1998,2110,5679,16.0,0
2,1.0,6732,1.0,0,6,710,0,1942,710,6720,73.0,0
3,2.0,6450,1.0,0,7,1440,800,1979,1390,6450,35.0,19
3,1.0,7638,1.0,0,7,1060,0,1966,1470,8097,48.0,15
3,2.0,9334,1.0,0,8,1220,510,1977,2020,10000,37.0,10
3,2.0,4000,1.0,0,6,720,450,1943,1130,4000,1.0,0
3,2.5,46609,2.0,0,9,2900,0,1987,2570,42188,28.0,18
3,2.0,7205,1.5,0,7,1290,0,1971,1340,7214,43.0,3
4,3.0,7000,2.0,0,8,2010,0,1901,1420,4400,113.0,7
3,1.5,12186,1.0,0,7,1490,0,1950,1180,14285,65.0,19
4,2.5,7862,2.0,0,7,1930,0,1994,1640,9145,20.0,14
4,2.0,7500,1.0,0,7,1120,1120,1956,1440,7500,58.0,19
3,2.0,17688,1.0,0,8,2320,0,1952,1610,14482,20.0,8
4,3.0,6626,2.0,0,9,2990,0,2014,2910,5533,0.0,18
3,2.0,7828,1.0,0,7,1500,0,1967,1500,7700,48.0,5
3,2.0,9000,1.0,2,9,1930,1930,1970,2960,9000,44.0,19
3,1.5,5200,1.0,0,7,1030,400,1977,1190,5200,37.0,14
5,3.0,8279,2.0,0,9,3750,0,2001,3450,8279,13.0,4
5,2.5,10189,2.0,0,8,3100,0,2002,2840,10189,12.0,2
3,2.5,5874,2.0,0,7,1870,0,2005,2090,4060,9.0,12
4,2.0,7600,1.0,0,8,1580,460,1978,2130,7200,36.0,17
5,3.5,8504,2.0,0,8,2750,950,1950,2370,6246,0.0,19
